STATSB,OPHOLD,TID,INDHOLD
Ukraine,"Study etc., education",2023,39
Ukraine,"Study etc., au pair",2023,1
Ukraine,"Study etc., interns",2023,40
Ukraine,"Study etc., other reasons",2023,3
Belarus,"Study etc., education",2023,6
Belarus,"Study etc., interns",2023,1
Belarus,"Study etc., other reasons",2023,2
Armenia,"Study etc., education",2023,6
Azerbaijan,"Study etc., education",2023,17
Azerbaijan,"Study etc., interns",2023,1
Azerbaijan,"Study etc., other reasons",2023,4
Moldova,"Study etc., au pair",2023,1
Moldova,"Study etc., other reasons",2023,1
Uzbekistan,"Study etc., education",2023,5
Uzbekistan,"Study etc., interns",2023,45
Uzbekistan,"Study etc., other reasons",2023,1
Kazakhstan,"Study etc., education",2023,13
Turkmenistan,"Study etc., other reasons",2023,1
Kyrgyzstan,"Study etc., education",2023,2
Kyrgyzstan,"Study etc., interns",2023,17
Tajikistan,"Study etc., education",2023,1
Georgia,"Study etc., education",2023,16
Georgia,"Study etc., interns",2023,4
Georgia,"Study etc., other reasons",2023,1
Croatia,"Study etc., other reasons",2023,1
Slovenia,"Study etc., other reasons",2023,1
Bosnia and Herzegovina,"Study etc., education",2023,3
Bosnia and Herzegovina,"Study etc., other reasons",2023,3
Republic of North Macedonia,"Study etc., education",2023,1
Republic of North Macedonia,"Study etc., other reasons",2023,4
Serbia,"Study etc., education",2023,18
Serbia,"Study etc., interns",2023,2
Serbia,"Study etc., other reasons",2023,4
Montenegro,"Study etc., education",2023,1
Montenegro,"Study etc., interns",2023,1
Kosovo,"Study etc., education",2023,4
Kosovo,"Study etc., interns",2023,1
Kosovo,"Study etc., other reasons",2023,3
