STATSB,OPHOLD,TID,INDHOLD
Singapore,"Study etc., education",2025M02,2
South Korea,"Study etc., education",2025M02,28
South Korea,"Study etc., interns",2025M02,2
South Korea,"Study etc., other reasons",2025M02,8
Thailand,"Study etc., education",2025M02,1
Thailand,"Study etc., au pair",2025M02,3
Thailand,"Study etc., interns",2025M02,2
Thailand,"Study etc., other reasons",2025M02,2
Australia,"Study etc., education",2025M02,19
Australia,"Study etc., interns",2025M02,1
Australia,"Study etc., other reasons",2025M02,16
New Zealand,"Study etc., education",2025M02,4
Russia,"Study etc., interns",2025M02,1
Russia,"Study etc., other reasons",2025M02,2
Ukraine,"Study etc., education",2025M02,1
Ukraine,"Study etc., interns",2025M02,1
Belarus,"Study etc., interns",2025M02,1
Uzbekistan,"Study etc., interns",2025M02,5
Kazakhstan,"Study etc., interns",2025M02,1
Kyrgyzstan,"Study etc., interns",2025M02,1
Slovenia,"Study etc., other reasons",2025M02,1
Stateless,"Study etc., other reasons",2026M02,1
Stateless,"Study etc., education",2024M03,1
Stateless,"Study etc., other reasons",2024M03,1
Switzerland,"Study etc., other reasons",2024M03,1
United Kingdom,"Study etc., education",2024M03,7
United Kingdom,"Study etc., au pair",2024M03,1
United Kingdom,"Study etc., interns",2024M03,1
Turkey,"Study etc., education",2024M03,3
Turkey,"Study etc., interns",2024M03,3
Turkey,"Study etc., other reasons",2024M03,6
Ghana,"Study etc., interns",2024M03,8
Kenya,"Study etc., au pair",2024M03,2
Kenya,"Study etc., interns",2024M03,3
Morocco,"Study etc., interns",2024M03,1
Nigeria,"Study etc., other reasons",2024M03,3
South Africa,"Study etc., au pair",2024M03,1
South Africa,"Study etc., interns",2024M03,2
Tanzania,"Study etc., interns",2024M03,1
Uganda,"Study etc., interns",2024M03,37
Egypt,"Study etc., education",2024M03,1
Egypt,"Study etc., other reasons",2024M03,4
Cameroon,"Study etc., other reasons",2024M03,4
Argentina,"Study etc., education",2024M03,5
Argentina,"Study etc., other reasons",2024M03,5
Brazil,"Study etc., education",2024M03,8
Brazil,"Study etc., interns",2024M03,1
Brazil,"Study etc., other reasons",2024M03,4
Canada,"Study etc., education",2024M03,11
Canada,"Study etc., interns",2024M03,1
Canada,"Study etc., other reasons",2024M03,6
Chile,"Study etc., education",2024M03,1
Chile,"Study etc., other reasons",2024M03,7
Colombia,"Study etc., education",2024M03,2
Guatemala,"Study etc., education",2024M03,1
Mexico,"Study etc., interns",2024M03,1
Peru,"Study etc., education",2024M03,1
Peru,"Study etc., au pair",2024M03,1
Uruguay,"Study etc., education",2024M03,1
USA,"Study etc., education",2024M03,22
USA,"Study etc., interns",2024M03,4
USA,"Study etc., other reasons",2024M03,2
Afghanistan,"Study etc., other reasons",2024M03,1
Bangladesh,"Study etc., education",2024M03,9
Bangladesh,"Study etc., interns",2024M03,2
Bangladesh,"Study etc., other reasons",2024M03,54
Myanmar,"Study etc., other reasons",2024M03,1
Sri Lanka,"Study etc., other reasons",2024M03,52
India,"Study etc., education",2024M03,7
India,"Study etc., interns",2024M03,17
India,"Study etc., other reasons",2024M03,21
Indonesia,"Study etc., education",2024M03,2
Indonesia,"Study etc., other reasons",2024M03,1
Iraq,"Study etc., other reasons",2024M03,1
Iran,"Study etc., education",2024M03,8
Iran,"Study etc., other reasons",2024M03,212
Japan,"Study etc., education",2024M03,17
Japan,"Study etc., interns",2024M03,1
Japan,"Study etc., other reasons",2024M03,21
China,"Study etc., education",2024M03,33
China,"Study etc., interns",2024M03,2
China,"Study etc., other reasons",2024M03,9
Malaysia,"Study etc., interns",2024M03,1
Nepal,"Study etc., education",2024M03,9
Nepal,"Study etc., au pair",2024M03,1
Nepal,"Study etc., interns",2024M03,2
Nepal,"Study etc., other reasons",2024M03,86
Vietnam,"Study etc., interns",2024M03,59
Pakistan,"Study etc., education",2024M03,5
Pakistan,"Study etc., other reasons",2024M03,47
Philippines,"Study etc., au pair",2024M03,34
Philippines,"Study etc., interns",2024M03,4
South Korea,"Study etc., education",2024M03,9
South Korea,"Study etc., other reasons",2024M03,5
Thailand,"Study etc., au pair",2024M03,1
Australia,"Study etc., education",2024M03,6
Australia,"Study etc., other reasons",2024M03,29
New Zealand,"Study etc., education",2024M03,1
New Zealand,"Study etc., other reasons",2024M03,3
Latvia,"Study etc., other reasons",2024M03,1
Russia,"Study etc., education",2024M03,1
Ukraine,"Study etc., education",2024M03,2
Armenia,"Study etc., education",2024M03,1
Armenia,"Study etc., other reasons",2024M03,1
Uzbekistan,"Study etc., interns",2024M03,7
Kazakhstan,"Study etc., education",2024M03,1
Kazakhstan,"Study etc., au pair",2024M03,1
France,"Study etc., other reasons",2025M01,1
United Kingdom,"Study etc., education",2025M01,17
United Kingdom,"Study etc., interns",2025M01,1
Turkey,"Study etc., education",2025M01,10
Turkey,"Study etc., interns",2025M01,2
Turkey,"Study etc., other reasons",2025M01,1
Germany,"Study etc., other reasons",2025M01,4
Ghana,"Study etc., education",2025M01,4
Ghana,"Study etc., interns",2025M01,1
Ghana,"Study etc., other reasons",2025M01,2
Kenya,"Study etc., education",2025M01,4
Kenya,"Study etc., interns",2025M01,7
Kenya,"Study etc., other reasons",2025M01,2
Morocco,"Study etc., education",2025M01,2
Morocco,"Study etc., interns",2025M01,1
Mauritius,"Study etc., education",2025M01,1
Nigeria,"Study etc., education",2025M01,4
Nigeria,"Study etc., au pair",2025M01,1
Nigeria,"Study etc., interns",2025M01,1
Nigeria,"Study etc., other reasons",2025M01,3
Sierra Leone,"Study etc., education",2025M01,1
Sudan,"Study etc., education",2025M01,1
South Africa,"Study etc., education",2025M01,1
South Africa,"Study etc., au pair",2025M01,2
South Africa,"Study etc., interns",2025M01,3
South Africa,"Study etc., other reasons",2025M01,1
Tanzania,"Study etc., interns",2025M01,17
Tunisia,"Study etc., interns",2025M01,1
Tunisia,"Study etc., other reasons",2025M01,1
Uganda,"Study etc., interns",2025M01,49
Egypt,"Study etc., education",2025M01,3
Egypt,"Study etc., other reasons",2025M01,3
Cameroon,"Study etc., education",2025M01,9
Cameroon,"Study etc., other reasons",2025M01,4
Zimbabwe,"Study etc., au pair",2025M01,1
Argentina,"Study etc., education",2025M01,3
Argentina,"Study etc., other reasons",2025M01,1
Brazil,"Study etc., education",2025M01,17
Brazil,"Study etc., au pair",2025M01,1
Brazil,"Study etc., interns",2025M01,6
Brazil,"Study etc., other reasons",2025M01,3
Canada,"Study etc., education",2025M01,26
Canada,"Study etc., interns",2025M01,2
Canada,"Study etc., other reasons",2025M01,7
Chile,"Study etc., education",2025M01,3
Chile,"Study etc., other reasons",2025M01,1
Colombia,"Study etc., education",2025M01,6
Colombia,"Study etc., interns",2025M01,2
Colombia,"Study etc., other reasons",2025M01,2
Costa Rica,"Study etc., education",2025M01,1
Guatemala,"Study etc., interns",2025M01,1
Mexico,"Study etc., education",2025M01,23
Mexico,"Study etc., au pair",2025M01,1
Mexico,"Study etc., interns",2025M01,3
Panama,"Study etc., interns",2025M01,1
Peru,"Study etc., other reasons",2025M01,1
El Salvador,"Study etc., education",2025M01,1
Uruguay,"Study etc., education",2025M01,1
USA,"Study etc., education",2025M01,1618
USA,"Study etc., au pair",2025M01,1
USA,"Study etc., interns",2025M01,6
USA,"Study etc., other reasons",2025M01,8
Venezuela,"Study etc., education",2025M01,2
Afghanistan,"Study etc., other reasons",2025M01,10
Bangladesh,"Study etc., education",2025M01,128
Bangladesh,"Study etc., interns",2025M01,4
Bangladesh,"Study etc., other reasons",2025M01,116
Sri Lanka,"Study etc., education",2025M01,1
Sri Lanka,"Study etc., interns",2025M01,3
Sri Lanka,"Study etc., other reasons",2025M01,66
Taiwan,"Study etc., education",2025M01,1
India,"Study etc., education",2025M01,38
India,"Study etc., interns",2025M01,19
India,"Study etc., other reasons",2025M01,20
Indonesia,"Study etc., education",2025M01,3
Indonesia,"Study etc., interns",2025M01,1
Indonesia,"Study etc., other reasons",2025M01,1
Iraq,"Study etc., other reasons",2025M01,4
Iran,"Study etc., education",2025M01,7
Iran,"Study etc., other reasons",2025M01,126
Israel,"Study etc., education",2025M01,2
Israel,"Study etc., other reasons",2025M01,1
Japan,"Study etc., education",2025M01,25
Japan,"Study etc., other reasons",2025M01,12
Jordan,"Study etc., education",2025M01,2
China,"Study etc., education",2025M01,36
China,"Study etc., interns",2025M01,9
China,"Study etc., other reasons",2025M01,8
Lebanon,"Study etc., education",2025M01,2
Malaysia,"Study etc., education",2025M01,1
Oman,"Study etc., education",2025M01,1
Nepal,"Study etc., education",2025M01,277
Nepal,"Study etc., au pair",2025M01,2
Nepal,"Study etc., interns",2025M01,3
Nepal,"Study etc., other reasons",2025M01,314
Vietnam,"Study etc., education",2025M01,3
Vietnam,"Study etc., interns",2025M01,44
Vietnam,"Study etc., other reasons",2025M01,3
Pakistan,"Study etc., education",2025M01,11
Pakistan,"Study etc., other reasons",2025M01,76
Philippines,"Study etc., education",2025M01,3
Philippines,"Study etc., au pair",2025M01,41
Philippines,"Study etc., interns",2025M01,8
Philippines,"Study etc., other reasons",2025M01,3
Singapore,"Study etc., education",2025M01,6
Singapore,"Study etc., interns",2025M01,1
South Korea,"Study etc., education",2025M01,21
South Korea,"Study etc., other reasons",2025M01,5
Syria,"Study etc., education",2025M01,1
Syria,"Study etc., other reasons",2025M01,2
Thailand,"Study etc., education",2025M01,3
Thailand,"Study etc., other reasons",2025M01,2
Australia,"Study etc., education",2025M01,51
Australia,"Study etc., interns",2025M01,2
Australia,"Study etc., other reasons",2025M01,5
New Zealand,"Study etc., education",2025M01,2
New Zealand,"Study etc., other reasons",2025M01,1
East Timor,"Study etc., education",2025M01,1
Russia,"Study etc., education",2025M01,2
Russia,"Study etc., other reasons",2025M01,5
Ukraine,"Study etc., education",2025M01,6
Ukraine,"Study etc., other reasons",2025M01,2
Moldova,"Study etc., education",2025M01,1
Moldova,"Study etc., other reasons",2025M01,1
Uzbekistan,"Study etc., interns",2025M01,5
Kazakhstan,"Study etc., education",2025M01,1
Kazakhstan,"Study etc., interns",2025M01,1
Kyrgyzstan,"Study etc., interns",2025M01,1
Tajikistan,"Study etc., education",2025M01,2
Georgia,"Study etc., education",2025M01,1
Bosnia and Herzegovina,"Study etc., other reasons",2025M01,1
Serbia,"Study etc., other reasons",2025M01,1
Albania,"Study etc., education",2026M04,2
United Kingdom,"Study etc., education",2026M04,2
United Kingdom,"Study etc., interns",2026M04,1
United Kingdom,"Study etc., other reasons",2026M04,1
Turkey,"Study etc., education",2026M04,4
Turkey,"Study etc., interns",2026M04,3
Ghana,"Study etc., education",2026M04,3
Ghana,"Study etc., interns",2026M04,1
Kenya,"Study etc., education",2026M04,4
Kenya,"Study etc., au pair",2026M04,1
Morocco,"Study etc., au pair",2026M04,1
Nigeria,"Study etc., education",2026M04,2
Nigeria,"Study etc., other reasons",2026M04,8
South Africa,"Study etc., au pair",2026M04,1
South Africa,"Study etc., interns",2026M04,10
Egypt,"Study etc., interns",2026M04,1
Egypt,"Study etc., other reasons",2026M04,1
Cameroon,"Study etc., education",2026M04,1
Cameroon,"Study etc., other reasons",2026M04,2
Zimbabwe,"Study etc., au pair",2026M04,1
Zambia,"Study etc., other reasons",2026M04,3
Argentina,"Study etc., other reasons",2026M04,32
Brazil,"Study etc., education",2026M04,2
Brazil,"Study etc., au pair",2026M04,1
Brazil,"Study etc., interns",2026M04,4
Canada,"Study etc., education",2026M04,3
Canada,"Study etc., interns",2026M04,2
Canada,"Study etc., other reasons",2026M04,6
Chile,"Study etc., other reasons",2026M04,32
Colombia,"Study etc., interns",2026M04,3
Costa Rica,"Study etc., interns",2026M04,1
Cuba,"Study etc., education",2026M04,1
Mexico,"Study etc., interns",2026M04,1
USA,"Study etc., education",2026M04,11
USA,"Study etc., interns",2026M04,27
USA,"Study etc., other reasons",2026M04,2
United Arab Emirates,"Study etc., education",2026M04,1
Bangladesh,"Study etc., education",2026M04,2
Bangladesh,"Study etc., other reasons",2026M04,15
Sri Lanka,"Study etc., interns",2026M04,1
Sri Lanka,"Study etc., other reasons",2026M04,4
India,"Study etc., education",2026M04,6
India,"Study etc., interns",2026M04,20
India,"Study etc., other reasons",2026M04,7
Indonesia,"Study etc., education",2026M04,1
Indonesia,"Study etc., au pair",2026M04,4
Indonesia,"Study etc., interns",2026M04,1
Iran,"Study etc., interns",2026M04,1
Iran,"Study etc., other reasons",2026M04,11
Japan,"Study etc., education",2026M04,31
Japan,"Study etc., interns",2026M04,1
Japan,"Study etc., other reasons",2026M04,25
China,"Study etc., education",2026M04,28
China,"Study etc., other reasons",2026M04,1
Nepal,"Study etc., au pair",2026M04,2
Nepal,"Study etc., interns",2026M04,16
Nepal,"Study etc., other reasons",2026M04,9
Vietnam,"Study etc., education",2026M04,4
Vietnam,"Study etc., interns",2026M04,24
Pakistan,"Study etc., education",2026M04,1
Pakistan,"Study etc., other reasons",2026M04,15
Philippines,"Study etc., au pair",2026M04,49
Philippines,"Study etc., interns",2026M04,28
Singapore,"Study etc., education",2026M04,7
South Korea,"Study etc., education",2026M04,4
South Korea,"Study etc., interns",2026M04,1
Thailand,"Study etc., interns",2026M04,3
Australia,"Study etc., education",2026M04,11
Australia,"Study etc., other reasons",2026M04,9
Poland,"Study etc., other reasons",2024M02,1
United Kingdom,"Study etc., education",2024M02,9
United Kingdom,"Study etc., other reasons",2024M02,1
Turkey,"Study etc., education",2024M02,7
Turkey,"Study etc., au pair",2024M02,1
Turkey,"Study etc., interns",2024M02,4
Turkey,"Study etc., other reasons",2024M02,12
Albania,"Study etc., interns",2026M02,1
Netherlands,"Study etc., other reasons",2026M02,1
Italy,"Study etc., other reasons",2026M02,1
Portugal,"Study etc., other reasons",2026M02,1
United Kingdom,"Study etc., education",2026M02,8
United Kingdom,"Study etc., interns",2026M02,1
United Kingdom,"Study etc., other reasons",2026M02,1
Turkey,"Study etc., education",2026M02,1
Turkey,"Study etc., interns",2026M02,5
Turkey,"Study etc., other reasons",2026M02,4
Germany,"Study etc., other reasons",2026M02,2
Austria,"Study etc., other reasons",2026M02,1
Ethiopia,"Study etc., au pair",2026M02,1
Ghana,"Study etc., education",2026M02,2
Ghana,"Study etc., interns",2026M02,3
Kenya,"Study etc., interns",2026M02,12
Libya,"Study etc., education",2026M02,1
Morocco,"Study etc., education",2026M02,1
Morocco,"Study etc., interns",2026M02,2
Nigeria,"Study etc., education",2026M02,1
South Africa,"Study etc., education",2026M02,12
South Africa,"Study etc., interns",2026M02,8
Tanzania,"Study etc., interns",2026M02,23
Uganda,"Study etc., education",2026M02,1
Egypt,"Study etc., education",2026M02,1
Cameroon,"Study etc., education",2026M02,2
Argentina,"Study etc., education",2026M02,4
Brazil,"Study etc., education",2026M02,6
Brazil,"Study etc., au pair",2026M02,1
Brazil,"Study etc., interns",2026M02,6
Canada,"Study etc., education",2026M02,5
Canada,"Study etc., other reasons",2026M02,5
Chile,"Study etc., education",2026M02,4
Chile,"Study etc., interns",2026M02,1
Colombia,"Study etc., education",2026M02,3
Ecuador,"Study etc., education",2026M02,1
Guatemala,"Study etc., education",2026M02,2
Guatemala,"Study etc., interns",2026M02,1
Honduras,"Study etc., education",2026M02,2
Mexico,"Study etc., education",2026M02,6
Mexico,"Study etc., interns",2026M02,2
Mexico,"Study etc., other reasons",2026M02,1
Peru,"Study etc., education",2026M02,1
USA,"Study etc., education",2026M02,57
USA,"Study etc., au pair",2026M02,1
USA,"Study etc., interns",2026M02,8
USA,"Study etc., other reasons",2026M02,4
Afghanistan,"Study etc., other reasons",2026M02,2
Bangladesh,"Study etc., education",2026M02,7
Bangladesh,"Study etc., interns",2026M02,1
Bangladesh,"Study etc., other reasons",2026M02,18
Cambodia,"Study etc., interns",2026M02,2
Sri Lanka,"Study etc., interns",2026M02,4
Sri Lanka,"Study etc., other reasons",2026M02,6
India,"Study etc., education",2026M02,12
India,"Study etc., interns",2026M02,13
India,"Study etc., other reasons",2026M02,16
Indonesia,"Study etc., education",2026M02,2
Iraq,"Study etc., other reasons",2026M02,1
Iran,"Study etc., education",2026M02,7
Iran,"Study etc., au pair",2026M02,1
Iran,"Study etc., interns",2026M02,2
Iran,"Study etc., other reasons",2026M02,26
Japan,"Study etc., education",2026M02,25
Japan,"Study etc., interns",2026M02,3
Japan,"Study etc., other reasons",2026M02,35
China,"Study etc., education",2026M02,30
China,"Study etc., interns",2026M02,7
China,"Study etc., other reasons",2026M02,2
Lebanon,"Study etc., interns",2026M02,1
Malaysia,"Study etc., education",2026M02,1
Nepal,"Study etc., education",2026M02,5
Nepal,"Study etc., au pair",2026M02,2
Nepal,"Study etc., interns",2026M02,8
Nepal,"Study etc., other reasons",2026M02,9
Vietnam,"Study etc., education",2026M02,1
Vietnam,"Study etc., interns",2026M02,63
Pakistan,"Study etc., education",2026M02,4
Pakistan,"Study etc., other reasons",2026M02,18
Philippines,"Study etc., education",2026M02,1
Philippines,"Study etc., au pair",2026M02,36
Philippines,"Study etc., interns",2026M02,22
Singapore,"Study etc., education",2026M02,3
South Korea,"Study etc., education",2026M02,30
South Korea,"Study etc., interns",2026M02,1
South Korea,"Study etc., other reasons",2026M02,8
Thailand,"Study etc., education",2026M02,1
Thailand,"Study etc., au pair",2026M02,1
Thailand,"Study etc., interns",2026M02,1
Australia,"Study etc., education",2026M02,20
Australia,"Study etc., interns",2026M02,2
Australia,"Study etc., other reasons",2026M02,25
New Zealand,"Study etc., education",2026M02,5
New Zealand,"Study etc., interns",2026M02,2
New Zealand,"Study etc., other reasons",2026M02,2
Russia,"Study etc., education",2026M02,1
Russia,"Study etc., interns",2026M02,1
Ukraine,"Study etc., education",2026M02,5
Ukraine,"Study etc., interns",2026M02,3
Ukraine,"Study etc., other reasons",2026M02,2
Armenia,"Study etc., other reasons",2026M02,3
Uzbekistan,"Study etc., education",2026M02,1
Uzbekistan,"Study etc., interns",2026M02,8
Kazakhstan,"Study etc., education",2026M02,2
Kyrgyzstan,"Study etc., education",2026M02,1
Kyrgyzstan,"Study etc., interns",2026M02,3
Slovenia,"Study etc., other reasons",2026M02,1
Bosnia and Herzegovina,"Study etc., education",2026M02,1
France,"Study etc., other reasons",2026M05,1
United Kingdom,"Study etc., education",2026M05,13
United Kingdom,"Study etc., interns",2026M05,2
Turkey,"Study etc., education",2026M05,6
Turkey,"Study etc., interns",2026M05,9
Turkey,"Study etc., other reasons",2026M05,5
Algeria,"Study etc., interns",2026M05,2
Algeria,"Study etc., other reasons",2026M05,2
Ethiopia,"Study etc., other reasons",2026M05,2
Kenya,"Study etc., education",2026M05,1
Kenya,"Study etc., au pair",2026M05,2
Nigeria,"Study etc., education",2026M05,1
South Africa,"Study etc., interns",2026M05,5
Tunisia,"Study etc., education",2026M05,1
Uganda,"Study etc., education",2026M05,1
Uganda,"Study etc., au pair",2026M05,1
Uganda,"Study etc., other reasons",2026M05,1
Egypt,"Study etc., education",2026M05,1
Egypt,"Study etc., interns",2026M05,2
Egypt,"Study etc., other reasons",2026M05,1
Ivory Coast,"Study etc., interns",2026M05,1
Argentina,"Study etc., other reasons",2026M05,31
Brazil,"Study etc., education",2026M05,5
Brazil,"Study etc., au pair",2026M05,2
Brazil,"Study etc., interns",2026M05,5
Canada,"Study etc., education",2026M05,11
Canada,"Study etc., interns",2026M05,2
Canada,"Study etc., other reasons",2026M05,2
Chile,"Study etc., education",2026M05,1
Chile,"Study etc., other reasons",2026M05,8
Colombia,"Study etc., education",2026M05,3
Ecuador,"Study etc., education",2026M05,1
Ecuador,"Study etc., au pair",2026M05,1
Guatemala,"Study etc., education",2026M05,1
Mexico,"Study etc., education",2026M05,7
Mexico,"Study etc., interns",2026M05,2
Peru,"Study etc., education",2026M05,1
USA,"Study etc., education",2026M05,20
USA,"Study etc., interns",2026M05,27
USA,"Study etc., other reasons",2026M05,11
Bangladesh,"Study etc., education",2026M05,2
Bangladesh,"Study etc., other reasons",2026M05,11
Myanmar,"Study etc., education",2026M05,1
Cambodia,"Study etc., interns",2026M05,3
Sri Lanka,"Study etc., interns",2026M05,3
Sri Lanka,"Study etc., other reasons",2026M05,1
India,"Study etc., education",2026M05,19
India,"Study etc., interns",2026M05,17
India,"Study etc., other reasons",2026M05,8
Indonesia,"Study etc., education",2026M05,11
Indonesia,"Study etc., au pair",2026M05,1
Indonesia,"Study etc., interns",2026M05,1
Iraq,"Study etc., other reasons",2026M05,1
Iran,"Study etc., education",2026M05,10
Iran,"Study etc., interns",2026M05,1
Iran,"Study etc., other reasons",2026M05,12
Israel,"Study etc., education",2026M05,2
Japan,"Study etc., education",2026M05,37
Japan,"Study etc., interns",2026M05,1
Japan,"Study etc., other reasons",2026M05,11
Jordan,"Study etc., education",2026M05,1
China,"Study etc., education",2026M05,63
China,"Study etc., interns",2026M05,5
China,"Study etc., other reasons",2026M05,3
Lebanon,"Study etc., interns",2026M05,1
Nepal,"Study etc., education",2026M05,4
Nepal,"Study etc., au pair",2026M05,1
Nepal,"Study etc., interns",2026M05,4
Nepal,"Study etc., other reasons",2026M05,4
Vietnam,"Study etc., education",2026M05,8
Vietnam,"Study etc., interns",2026M05,7
Vietnam,"Study etc., other reasons",2026M05,1
Pakistan,"Study etc., education",2026M05,2
Pakistan,"Study etc., other reasons",2026M05,8
Philippines,"Study etc., au pair",2026M05,24
Philippines,"Study etc., interns",2026M05,12
Singapore,"Study etc., education",2026M05,32
South Korea,"Study etc., education",2026M05,5
South Korea,"Study etc., other reasons",2026M05,5
Syria,"Study etc., education",2026M05,1
Thailand,"Study etc., education",2026M05,2
Thailand,"Study etc., au pair",2026M05,1
Thailand,"Study etc., interns",2026M05,3
Australia,"Study etc., education",2026M05,35
Australia,"Study etc., other reasons",2026M05,14
New Zealand,"Study etc., education",2026M05,3
Russia,"Study etc., education",2026M05,1
Russia,"Study etc., other reasons",2026M05,1
Ukraine,"Study etc., education",2026M05,1
Ukraine,"Study etc., interns",2026M05,2
Ukraine,"Study etc., other reasons",2026M05,4
Belarus,"Study etc., interns",2026M05,1
Uzbekistan,"Study etc., interns",2026M05,6
Kazakhstan,"Study etc., education",2026M05,1
Kyrgyzstan,"Study etc., interns",2026M05,2
Georgia,"Study etc., interns",2026M05,1
Georgia,"Study etc., other reasons",2026M05,1
Republic of North Macedonia,"Study etc., other reasons",2026M05,1
New Zealand,"Study etc., other reasons",2026M04,2
Russia,"Study etc., education",2026M04,1
Russia,"Study etc., au pair",2026M04,1
Ukraine,"Study etc., other reasons",2026M04,2
Belarus,"Study etc., education",2026M04,1
Uzbekistan,"Study etc., interns",2026M04,16
Kyrgyzstan,"Study etc., interns",2026M04,7
Slovenia,"Study etc., other reasons",2026M04,1
Republic of North Macedonia,"Study etc., interns",2026M04,1
Ethiopia,"Study etc., education",2024M02,1
Ghana,"Study etc., education",2024M02,3
Ghana,"Study etc., interns",2024M02,1
Kenya,"Study etc., education",2024M02,1
Kenya,"Study etc., interns",2024M02,2
Kenya,"Study etc., other reasons",2024M02,1
Morocco,"Study etc., other reasons",2024M02,1
Nigeria,"Study etc., education",2024M02,1
Nigeria,"Study etc., other reasons",2024M02,1
South Africa,"Study etc., interns",2024M02,3
Tanzania,"Study etc., education",2024M02,1
Tanzania,"Study etc., interns",2024M02,8
Uganda,"Study etc., interns",2024M02,45
Egypt,"Study etc., education",2024M02,1
Egypt,"Study etc., other reasons",2024M02,1
Cameroon,"Study etc., education",2024M02,1
Cameroon,"Study etc., other reasons",2024M02,1
Rwanda,"Study etc., education",2024M02,1
Zimbabwe,"Study etc., au pair",2024M02,3
Argentina,"Study etc., education",2024M02,5
Argentina,"Study etc., other reasons",2024M02,4
Bolivia,"Study etc., education",2024M02,2
Brazil,"Study etc., education",2024M02,7
Brazil,"Study etc., au pair",2024M02,2
Brazil,"Study etc., interns",2024M02,2
Brazil,"Study etc., other reasons",2024M02,1
Canada,"Study etc., education",2024M02,10
Canada,"Study etc., interns",2024M02,2
Canada,"Study etc., other reasons",2024M02,4
Chile,"Study etc., education",2024M02,1
Chile,"Study etc., other reasons",2024M02,3
Colombia,"Study etc., education",2024M02,2
Colombia,"Study etc., other reasons",2024M02,1
Costa Rica,"Study etc., education",2024M02,2
Honduras,"Study etc., education",2024M02,1
Mexico,"Study etc., education",2024M02,5
Mexico,"Study etc., interns",2024M02,1
Paraguay,"Study etc., education",2024M02,1
Peru,"Study etc., education",2024M02,2
Uruguay,"Study etc., education",2024M02,1
USA,"Study etc., education",2024M02,409
USA,"Study etc., au pair",2024M02,1
USA,"Study etc., interns",2024M02,2
USA,"Study etc., other reasons",2024M02,14
Afghanistan,"Study etc., other reasons",2024M02,6
Bangladesh,"Study etc., education",2024M02,73
Bangladesh,"Study etc., interns",2024M02,8
Bangladesh,"Study etc., other reasons",2024M02,132
Cambodia,"Study etc., education",2024M02,1
Sri Lanka,"Study etc., other reasons",2024M02,37
India,"Study etc., education",2024M02,12
India,"Study etc., interns",2024M02,21
India,"Study etc., other reasons",2024M02,12
Indonesia,"Study etc., education",2024M02,1
Indonesia,"Study etc., other reasons",2024M02,1
Iraq,"Study etc., other reasons",2024M02,1
Iran,"Study etc., education",2024M02,15
Iran,"Study etc., other reasons",2024M02,186
Israel,"Study etc., education",2024M02,1
Japan,"Study etc., education",2024M02,19
Japan,"Study etc., interns",2024M02,1
Japan,"Study etc., other reasons",2024M02,3
Jordan,"Study etc., education",2024M02,1
China,"Study etc., education",2024M02,26
China,"Study etc., interns",2024M02,4
China,"Study etc., other reasons",2024M02,2
Malaysia,"Study etc., education",2024M02,1
Nepal,"Study etc., education",2024M02,16
Nepal,"Study etc., au pair",2024M02,1
Nepal,"Study etc., interns",2024M02,5
Nepal,"Study etc., other reasons",2024M02,108
Vietnam,"Study etc., education",2024M02,1
Vietnam,"Study etc., interns",2024M02,46
Pakistan,"Study etc., education",2024M02,4
Pakistan,"Study etc., other reasons",2024M02,39
Philippines,"Study etc., education",2024M02,1
Philippines,"Study etc., au pair",2024M02,54
Philippines,"Study etc., interns",2024M02,4
Philippines,"Study etc., other reasons",2024M02,2
South Korea,"Study etc., education",2024M02,26
South Korea,"Study etc., other reasons",2024M02,1
Thailand,"Study etc., education",2024M02,3
Thailand,"Study etc., au pair",2024M02,3
Thailand,"Study etc., interns",2024M02,1
Thailand,"Study etc., other reasons",2024M02,1
Australia,"Study etc., education",2024M02,14
Australia,"Study etc., other reasons",2024M02,7
New Zealand,"Study etc., education",2024M02,3
New Zealand,"Study etc., other reasons",2024M02,1
Russia,"Study etc., education",2024M02,1
Russia,"Study etc., interns",2024M02,1
Ukraine,"Study etc., education",2024M02,3
Belarus,"Study etc., other reasons",2024M02,1
Azerbaijan,"Study etc., interns",2024M02,1
Uzbekistan,"Study etc., interns",2024M02,6
Kazakhstan,"Study etc., other reasons",2024M02,3
Bosnia and Herzegovina,"Study etc., interns",2024M02,1
Albania,"Study etc., education",2024M04,1
Netherlands,"Study etc., other reasons",2024M04,1
Spain,"Study etc., other reasons",2024M04,2
United Kingdom,"Study etc., education",2024M04,5
United Kingdom,"Study etc., interns",2024M04,3
Turkey,"Study etc., education",2024M04,8
Turkey,"Study etc., other reasons",2024M04,6
Algeria,"Study etc., education",2024M04,1
Ghana,"Study etc., interns",2024M04,6
Ghana,"Study etc., other reasons",2024M04,3
Kenya,"Study etc., au pair",2024M04,3
Kenya,"Study etc., interns",2024M04,9
Kenya,"Study etc., other reasons",2024M04,1
Morocco,"Study etc., education",2024M04,1
Morocco,"Study etc., other reasons",2024M04,1
Nigeria,"Study etc., education",2024M04,1
Nigeria,"Study etc., interns",2024M04,2
Nigeria,"Study etc., other reasons",2024M04,7
South Africa,"Study etc., au pair",2024M04,2
South Africa,"Study etc., interns",2024M04,3
Tanzania,"Study etc., education",2024M04,1
Tanzania,"Study etc., interns",2024M04,8
Uganda,"Study etc., education",2024M04,1
Uganda,"Study etc., interns",2024M04,66
