STATSB,OPHOLD,TID,INDHOLD
Cameroon,"Study etc., other reasons",2025M09,12
"Congo, Democratic Republic","Study etc., other reasons",2025M09,10
Rwanda,"Study etc., other reasons",2025M09,2
Zambia,"Study etc., education",2025M09,1
Argentina,"Study etc., education",2025M09,2
Argentina,"Study etc., interns",2025M09,1
Brazil,"Study etc., education",2025M09,10
Brazil,"Study etc., au pair",2025M09,1
Brazil,"Study etc., interns",2025M09,1
Brazil,"Study etc., other reasons",2025M09,1
Canada,"Study etc., education",2025M09,30
Canada,"Study etc., other reasons",2025M09,10
Chile,"Study etc., education",2025M09,5
Chile,"Study etc., other reasons",2025M09,28
Colombia,"Study etc., education",2025M09,5
Colombia,"Study etc., au pair",2025M09,1
Colombia,"Study etc., interns",2025M09,1
Costa Rica,"Study etc., education",2025M09,1
Dominica,"Study etc., education",2025M09,1
Honduras,"Study etc., education",2025M09,1
Mexico,"Study etc., education",2025M09,16
Mexico,"Study etc., interns",2025M09,3
Nicaragua,"Study etc., education",2025M09,1
Paraguay,"Study etc., education",2025M09,2
Peru,"Study etc., education",2025M09,2
USA,"Study etc., education",2025M09,1490
USA,"Study etc., interns",2025M09,4
USA,"Study etc., other reasons",2025M09,16
Afghanistan,"Study etc., other reasons",2025M09,23
Bangladesh,"Study etc., education",2025M09,69
Bangladesh,"Study etc., interns",2025M09,5
Bangladesh,"Study etc., other reasons",2025M09,154
Cambodia,"Study etc., interns",2025M09,1
Sri Lanka,"Study etc., education",2025M09,4
Sri Lanka,"Study etc., other reasons",2025M09,87
India,"Study etc., education",2025M09,25
India,"Study etc., interns",2025M09,13
India,"Study etc., other reasons",2025M09,46
Indonesia,"Study etc., interns",2025M09,1
Iraq,"Study etc., other reasons",2025M09,4
Iran,"Study etc., education",2025M09,14
Iran,"Study etc., other reasons",2025M09,92
Israel,"Study etc., education",2025M09,2
Israel,"Study etc., interns",2025M09,1
Israel,"Study etc., other reasons",2025M09,1
Japan,"Study etc., education",2025M09,35
Japan,"Study etc., interns",2025M09,1
Japan,"Study etc., other reasons",2025M09,24
China,"Study etc., education",2025M09,44
China,"Study etc., interns",2025M09,7
China,"Study etc., other reasons",2025M09,10
Malaysia,"Study etc., education",2025M09,1
Malaysia,"Study etc., interns",2025M09,1
Nepal,"Study etc., education",2025M09,25
Nepal,"Study etc., interns",2025M09,10
Nepal,"Study etc., other reasons",2025M09,76
Vietnam,"Study etc., education",2025M09,8
Vietnam,"Study etc., interns",2025M09,61
Pakistan,"Study etc., education",2025M09,11
Pakistan,"Study etc., interns",2025M09,1
Pakistan,"Study etc., other reasons",2025M09,105
Stateless,"Study etc., education",2025M11,1
Albania,"Study etc., education",2025M11,1
France,"Study etc., other reasons",2025M11,2
United Kingdom,"Study etc., education",2025M11,11
Turkey,"Study etc., education",2025M11,14
Turkey,"Study etc., interns",2025M11,1
Turkey,"Study etc., other reasons",2025M11,12
Algeria,"Study etc., other reasons",2025M11,1
Ethiopia,"Study etc., education",2025M11,3
"Gambia, The","Study etc., au pair",2025M11,1
Ghana,"Study etc., education",2025M11,6
Ghana,"Study etc., interns",2025M11,2
Ghana,"Study etc., other reasons",2025M11,1
Kenya,"Study etc., education",2025M11,4
Kenya,"Study etc., au pair",2025M11,2
Kenya,"Study etc., interns",2025M11,9
Morocco,"Study etc., education",2025M11,3
Nigeria,"Study etc., education",2025M11,3
Nigeria,"Study etc., other reasons",2025M11,2
Namibia,"Study etc., interns",2025M11,1
South Africa,"Study etc., education",2025M11,4
South Africa,"Study etc., interns",2025M11,2
Tanzania,"Study etc., interns",2025M11,17
Uganda,"Study etc., au pair",2025M11,1
Uganda,"Study etc., interns",2025M11,18
Uganda,"Study etc., other reasons",2025M11,4
Egypt,"Study etc., education",2025M11,2
Egypt,"Study etc., other reasons",2025M11,1
Cameroon,"Study etc., other reasons",2025M11,4
Rwanda,"Study etc., other reasons",2025M11,1
Zambia,"Study etc., education",2025M11,1
Zambia,"Study etc., au pair",2025M11,1
Argentina,"Study etc., education",2025M11,7
Argentina,"Study etc., other reasons",2025M11,22
Brazil,"Study etc., education",2025M11,2
Brazil,"Study etc., au pair",2025M11,2
Brazil,"Study etc., interns",2025M11,3
Brazil,"Study etc., other reasons",2025M11,3
Canada,"Study etc., education",2025M11,49
Canada,"Study etc., interns",2025M11,1
Canada,"Study etc., other reasons",2025M11,8
Chile,"Study etc., education",2025M11,4
Chile,"Study etc., other reasons",2025M11,29
Colombia,"Study etc., education",2025M11,4
Costa Rica,"Study etc., education",2025M11,1
Cuba,"Study etc., education",2025M11,1
Dominica,"Study etc., education",2025M11,1
Honduras,"Study etc., education",2025M11,1
Mexico,"Study etc., education",2025M11,21
Mexico,"Study etc., interns",2025M11,1
Mexico,"Study etc., other reasons",2025M11,1
Peru,"Study etc., education",2025M11,1
El Salvador,"Study etc., education",2025M11,1
USA,"Study etc., education",2025M11,77
USA,"Study etc., interns",2025M11,2
USA,"Study etc., other reasons",2025M11,21
Afghanistan,"Study etc., other reasons",2025M11,26
Bahrain,"Study etc., other reasons",2025M11,1
Bhutan,"Study etc., education",2025M11,1
Bangladesh,"Study etc., education",2025M11,4
Bangladesh,"Study etc., interns",2025M11,4
Bangladesh,"Study etc., other reasons",2025M11,66
Myanmar,"Study etc., education",2025M11,3
Sri Lanka,"Study etc., education",2025M11,3
Sri Lanka,"Study etc., interns",2025M11,1
Sri Lanka,"Study etc., other reasons",2025M11,10
India,"Study etc., education",2025M11,27
India,"Study etc., interns",2025M11,21
India,"Study etc., other reasons",2025M11,16
Indonesia,"Study etc., education",2025M11,3
Indonesia,"Study etc., au pair",2025M11,1
Indonesia,"Study etc., other reasons",2025M11,1
Iraq,"Study etc., other reasons",2025M11,3
Iran,"Study etc., education",2025M11,9
Iran,"Study etc., interns",2025M11,3
Iran,"Study etc., other reasons",2025M11,56
Israel,"Study etc., education",2025M11,2
Japan,"Study etc., education",2025M11,28
Japan,"Study etc., other reasons",2025M11,25
China,"Study etc., education",2025M11,77
China,"Study etc., interns",2025M11,1
China,"Study etc., other reasons",2025M11,3
Lebanon,"Study etc., education",2025M11,2
Malaysia,"Study etc., education",2025M11,2
Nepal,"Study etc., education",2025M11,11
Nepal,"Study etc., interns",2025M11,5
Nepal,"Study etc., other reasons",2025M11,30
Vietnam,"Study etc., education",2025M11,6
Vietnam,"Study etc., interns",2025M11,39
Pakistan,"Study etc., education",2025M11,8
Pakistan,"Study etc., other reasons",2025M11,81
Philippines,"Study etc., education",2025M11,4
Philippines,"Study etc., au pair",2025M11,33
Philippines,"Study etc., interns",2025M11,8
Philippines,"Study etc., other reasons",2025M11,4
Singapore,"Study etc., education",2025M11,46
South Korea,"Study etc., education",2025M11,7
South Korea,"Study etc., other reasons",2025M11,6
Thailand,"Study etc., education",2025M11,14
Thailand,"Study etc., au pair",2025M11,1
Thailand,"Study etc., interns",2025M11,1
Thailand,"Study etc., other reasons",2025M11,2
Australia,"Study etc., education",2025M11,73
Australia,"Study etc., other reasons",2025M11,8
New Zealand,"Study etc., education",2025M11,9
New Zealand,"Study etc., other reasons",2025M11,3
Russia,"Study etc., education",2025M11,3
Russia,"Study etc., other reasons",2025M11,2
Ukraine,"Study etc., education",2025M11,1
Ukraine,"Study etc., other reasons",2025M11,3
Azerbaijan,"Study etc., education",2025M11,1
Uzbekistan,"Study etc., interns",2025M11,6
Kazakhstan,"Study etc., education",2025M11,2
Tajikistan,"Study etc., education",2025M11,1
Republic of North Macedonia,"Study etc., education",2025M11,1
United Kingdom,"Study etc., education",2026M06,8
United Kingdom,"Study etc., interns",2026M06,2
Turkey,"Study etc., education",2026M06,11
Turkey,"Study etc., interns",2026M06,18
Turkey,"Study etc., other reasons",2026M06,10
Germany,"Study etc., other reasons",2026M06,1
Algeria,"Study etc., education",2026M06,1
Ghana,"Study etc., education",2026M06,14
Ghana,"Study etc., other reasons",2026M06,1
Kenya,"Study etc., education",2026M06,1
Kenya,"Study etc., au pair",2026M06,3
Kenya,"Study etc., other reasons",2026M06,1
Morocco,"Study etc., interns",2026M06,1
Morocco,"Study etc., other reasons",2026M06,1
Mauritius,"Study etc., education",2026M06,1
Nigeria,"Study etc., education",2026M06,3
Nigeria,"Study etc., other reasons",2026M06,1
Namibia,"Study etc., au pair",2026M06,1
Sudan,"Study etc., education",2026M06,1
South Africa,"Study etc., education",2026M06,2
South Africa,"Study etc., interns",2026M06,6
Tanzania,"Study etc., education",2026M06,1
Tunisia,"Study etc., education",2026M06,1
Egypt,"Study etc., education",2026M06,4
Egypt,"Study etc., other reasons",2026M06,1
Benin,"Study etc., education",2026M06,1
Rwanda,"Study etc., education",2026M06,1
Burkina Faso,"Study etc., education",2026M06,1
Zimbabwe,"Study etc., education",2026M06,2
Argentina,"Study etc., education",2026M06,3
Argentina,"Study etc., interns",2026M06,1
Argentina,"Study etc., other reasons",2026M06,1
Bolivia,"Study etc., education",2026M06,1
Brazil,"Study etc., education",2026M06,3
Brazil,"Study etc., au pair",2026M06,1
Brazil,"Study etc., interns",2026M06,7
Canada,"Study etc., education",2026M06,15
Canada,"Study etc., interns",2026M06,1
Canada,"Study etc., other reasons",2026M06,4
Chile,"Study etc., education",2026M06,1
Colombia,"Study etc., education",2026M06,4
Colombia,"Study etc., au pair",2026M06,1
Colombia,"Study etc., interns",2026M06,2
Ecuador,"Study etc., education",2026M06,3
Honduras,"Study etc., au pair",2026M06,1
Mexico,"Study etc., education",2026M06,18
Mexico,"Study etc., interns",2026M06,2
Mexico,"Study etc., other reasons",2026M06,2
Panama,"Study etc., education",2026M06,1
USA,"Study etc., education",2026M06,26
USA,"Study etc., interns",2026M06,7
USA,"Study etc., other reasons",2026M06,2
Venezuela,"Study etc., interns",2026M06,1
Bangladesh,"Study etc., education",2026M06,16
Bangladesh,"Study etc., interns",2026M06,19
Bangladesh,"Study etc., other reasons",2026M06,6
Myanmar,"Study etc., education",2026M06,1
Cambodia,"Study etc., education",2026M06,1
Cambodia,"Study etc., interns",2026M06,4
Sri Lanka,"Study etc., education",2026M06,3
Sri Lanka,"Study etc., interns",2026M06,4
Sri Lanka,"Study etc., other reasons",2026M06,9
India,"Study etc., education",2026M06,83
India,"Study etc., interns",2026M06,14
India,"Study etc., other reasons",2026M06,7
Indonesia,"Study etc., education",2026M06,25
Iran,"Study etc., education",2026M06,11
Iran,"Study etc., interns",2026M06,1
Iran,"Study etc., other reasons",2026M06,17
Israel,"Study etc., education",2026M06,2
Japan,"Study etc., education",2026M06,18
Japan,"Study etc., interns",2026M06,1
Japan,"Study etc., other reasons",2026M06,27
Jordan,"Study etc., education",2026M06,1
China,"Study etc., education",2026M06,120
China,"Study etc., interns",2026M06,2
Laos,"Study etc., education",2026M06,1
Lebanon,"Study etc., education",2026M06,1
Malaysia,"Study etc., education",2026M06,4
Mongolia,"Study etc., education",2026M06,1
Nepal,"Study etc., education",2026M06,16
Nepal,"Study etc., interns",2026M06,2
Nepal,"Study etc., other reasons",2026M06,3
Vietnam,"Study etc., education",2026M06,21
Vietnam,"Study etc., interns",2026M06,8
Pakistan,"Study etc., education",2026M06,15
Pakistan,"Study etc., other reasons",2026M06,16
Philippines,"Study etc., education",2026M06,4
Philippines,"Study etc., au pair",2026M06,33
Philippines,"Study etc., interns",2026M06,20
Singapore,"Study etc., education",2026M06,11
Singapore,"Study etc., au pair",2026M06,1
South Korea,"Study etc., education",2026M06,7
South Korea,"Study etc., interns",2026M06,3
South Korea,"Study etc., other reasons",2026M06,4
Syria,"Study etc., other reasons",2026M06,1
Thailand,"Study etc., education",2026M06,28
Thailand,"Study etc., au pair",2026M06,2
Thailand,"Study etc., interns",2026M06,3
Australia,"Study etc., education",2026M06,40
Australia,"Study etc., other reasons",2026M06,14
New Zealand,"Study etc., education",2026M06,6
New Zealand,"Study etc., other reasons",2026M06,2
Russia,"Study etc., education",2026M06,7
Russia,"Study etc., other reasons",2026M06,1
Ukraine,"Study etc., education",2026M06,6
Ukraine,"Study etc., other reasons",2026M06,4
Azerbaijan,"Study etc., education",2026M06,2
Uzbekistan,"Study etc., interns",2026M06,6
Kazakhstan,"Study etc., education",2026M06,2
Kazakhstan,"Study etc., interns",2026M06,1
Kyrgyzstan,"Study etc., interns",2026M06,3
Georgia,"Study etc., education",2026M06,1
Republic of North Macedonia,"Study etc., education",2026M06,2
Serbia,"Study etc., education",2026M06,2
Albania,"Study etc., education",2024M01,1
Albania,"Study etc., other reasons",2024M01,1
Andorra,"Study etc., education",2024M01,1
Belgium,"Study etc., other reasons",2024M01,2
France,"Study etc., other reasons",2024M01,1
Netherlands,"Study etc., other reasons",2024M01,1
Italy,"Study etc., other reasons",2024M01,1
Albania,"Study etc., education",2026M01,2
Belgium,"Study etc., other reasons",2026M01,2
France,"Study etc., other reasons",2026M01,2
Netherlands,"Study etc., other reasons",2026M01,1
United Kingdom,"Study etc., education",2026M01,18
United Kingdom,"Study etc., interns",2026M01,2
United Kingdom,"Study etc., other reasons",2026M01,5
Turkey,"Study etc., education",2026M01,11
Turkey,"Study etc., interns",2026M01,5
Turkey,"Study etc., other reasons",2026M01,5
Hungary,"Study etc., other reasons",2026M01,1
Algeria,"Study etc., education",2026M01,1
Algeria,"Study etc., other reasons",2026M01,1
Ghana,"Study etc., education",2026M01,3
Ghana,"Study etc., interns",2026M01,2
Kenya,"Study etc., education",2026M01,2
Kenya,"Study etc., interns",2026M01,9
Nigeria,"Study etc., education",2026M01,1
Nigeria,"Study etc., other reasons",2026M01,2
South Africa,"Study etc., education",2026M01,1
South Africa,"Study etc., interns",2026M01,3
Tanzania,"Study etc., interns",2026M01,13
Tunisia,"Study etc., education",2026M01,1
Tunisia,"Study etc., interns",2026M01,1
Uganda,"Study etc., au pair",2026M01,1
Egypt,"Study etc., education",2026M01,1
Egypt,"Study etc., interns",2026M01,1
Egypt,"Study etc., other reasons",2026M01,5
Cameroon,"Study etc., education",2026M01,2
Cameroon,"Study etc., other reasons",2026M01,1
Argentina,"Study etc., education",2026M01,1
Brazil,"Study etc., education",2026M01,21
Brazil,"Study etc., interns",2026M01,8
Brazil,"Study etc., other reasons",2026M01,6
Canada,"Study etc., education",2026M01,25
Canada,"Study etc., interns",2026M01,8
Canada,"Study etc., other reasons",2026M01,8
Chile,"Study etc., education",2026M01,2
Chile,"Study etc., interns",2026M01,1
Colombia,"Study etc., education",2026M01,5
Colombia,"Study etc., interns",2026M01,1
Costa Rica,"Study etc., education",2026M01,3
Ecuador,"Study etc., education",2026M01,1
Honduras,"Study etc., au pair",2026M01,1
Mexico,"Study etc., education",2026M01,18
Mexico,"Study etc., interns",2026M01,3
Mexico,"Study etc., other reasons",2026M01,3
Peru,"Study etc., education",2026M01,4
USA,"Study etc., education",2026M01,1800
USA,"Study etc., interns",2026M01,8
USA,"Study etc., other reasons",2026M01,11
Yemen,"Study etc., education",2026M01,1
Afghanistan,"Study etc., other reasons",2026M01,1
Bangladesh,"Study etc., education",2026M01,12
Bangladesh,"Study etc., interns",2026M01,1
Bangladesh,"Study etc., other reasons",2026M01,30
Cambodia,"Study etc., interns",2026M01,1
Sri Lanka,"Study etc., education",2026M01,1
Sri Lanka,"Study etc., au pair",2026M01,1
Sri Lanka,"Study etc., other reasons",2026M01,8
India,"Study etc., education",2026M01,25
India,"Study etc., interns",2026M01,25
India,"Study etc., other reasons",2026M01,15
Indonesia,"Study etc., education",2026M01,4
Indonesia,"Study etc., au pair",2026M01,1
Indonesia,"Study etc., interns",2026M01,4
Indonesia,"Study etc., other reasons",2026M01,2
Iraq,"Study etc., other reasons",2026M01,5
Iran,"Study etc., education",2026M01,7
Iran,"Study etc., interns",2026M01,1
Iran,"Study etc., other reasons",2026M01,48
Israel,"Study etc., education",2026M01,3
Israel,"Study etc., interns",2026M01,2
Japan,"Study etc., education",2026M01,21
Japan,"Study etc., interns",2026M01,1
Japan,"Study etc., other reasons",2026M01,25
Jordan,"Study etc., education",2026M01,1
China,"Study etc., education",2026M01,36
China,"Study etc., interns",2026M01,4
China,"Study etc., other reasons",2026M01,3
Lebanon,"Study etc., education",2026M01,1
Lebanon,"Study etc., interns",2026M01,1
Malaysia,"Study etc., education",2026M01,1
Nepal,"Study etc., education",2026M01,8
Nepal,"Study etc., interns",2026M01,7
Nepal,"Study etc., other reasons",2026M01,5
Vietnam,"Study etc., education",2026M01,3
Vietnam,"Study etc., interns",2026M01,58
Pakistan,"Study etc., education",2026M01,8
Pakistan,"Study etc., other reasons",2026M01,24
Philippines,"Study etc., education",2026M01,1
Philippines,"Study etc., au pair",2026M01,43
Philippines,"Study etc., interns",2026M01,16
Philippines,"Study etc., other reasons",2026M01,2
Singapore,"Study etc., education",2026M01,11
Singapore,"Study etc., interns",2026M01,2
Singapore,"Study etc., other reasons",2026M01,3
South Korea,"Study etc., education",2026M01,15
South Korea,"Study etc., interns",2026M01,2
South Korea,"Study etc., other reasons",2026M01,5
Syria,"Study etc., other reasons",2026M01,1
Thailand,"Study etc., education",2026M01,2
Thailand,"Study etc., au pair",2026M01,2
Thailand,"Study etc., other reasons",2026M01,1
Australia,"Study etc., education",2026M01,38
Australia,"Study etc., other reasons",2026M01,19
New Zealand,"Study etc., education",2026M01,2
New Zealand,"Study etc., other reasons",2026M01,2
Russia,"Study etc., education",2026M01,2
Russia,"Study etc., interns",2026M01,2
Ukraine,"Study etc., education",2026M01,10
Ukraine,"Study etc., other reasons",2026M01,3
Uzbekistan,"Study etc., interns",2026M01,3
Kazakhstan,"Study etc., education",2026M01,2
Kyrgyzstan,"Study etc., education",2026M01,1
Kyrgyzstan,"Study etc., interns",2026M01,1
Tajikistan,"Study etc., education",2026M01,4
Georgia,"Study etc., education",2026M01,2
Slovenia,"Study etc., other reasons",2026M01,1
Serbia,"Study etc., education",2026M01,1
Albania,"Study etc., education",2024M12,1
Belgium,"Study etc., other reasons",2024M12,1
United Kingdom,"Study etc., education",2024M12,12
Turkey,"Study etc., education",2024M12,24
Turkey,"Study etc., interns",2024M12,2
Turkey,"Study etc., other reasons",2024M12,3
Ethiopia,"Study etc., education",2024M12,1
Ghana,"Study etc., education",2024M12,3
Ghana,"Study etc., interns",2024M12,2
Kenya,"Study etc., education",2024M12,2
Kenya,"Study etc., au pair",2024M12,4
Kenya,"Study etc., interns",2024M12,10
Nigeria,"Study etc., education",2024M12,2
South Africa,"Study etc., education",2024M12,1
South Africa,"Study etc., au pair",2024M12,2
South Africa,"Study etc., interns",2024M12,2
Tanzania,"Study etc., interns",2024M12,11
Uganda,"Study etc., interns",2024M12,29
Egypt,"Study etc., education",2024M12,4
Egypt,"Study etc., other reasons",2024M12,1
Cameroon,"Study etc., other reasons",2024M12,6
Benin,"Study etc., education",2024M12,1
Argentina,"Study etc., education",2024M12,1
Bolivia,"Study etc., education",2024M12,1
Brazil,"Study etc., education",2024M12,1
Brazil,"Study etc., interns",2024M12,4
Canada,"Study etc., education",2024M12,49
Canada,"Study etc., other reasons",2024M12,1
Chile,"Study etc., education",2024M12,3
Chile,"Study etc., other reasons",2024M12,1
Colombia,"Study etc., education",2024M12,8
Colombia,"Study etc., other reasons",2024M12,1
Ecuador,"Study etc., education",2024M12,2
Ecuador,"Study etc., other reasons",2024M12,1
Mexico,"Study etc., education",2024M12,28
Mexico,"Study etc., interns",2024M12,2
Peru,"Study etc., education",2024M12,2
Peru,"Study etc., interns",2024M12,1
USA,"Study etc., education",2024M12,92
USA,"Study etc., au pair",2024M12,1
USA,"Study etc., interns",2024M12,1
USA,"Study etc., other reasons",2024M12,6
Afghanistan,"Study etc., other reasons",2024M12,2
Bangladesh,"Study etc., education",2024M12,146
Bangladesh,"Study etc., interns",2024M12,2
Bangladesh,"Study etc., other reasons",2024M12,93
Myanmar,"Study etc., education",2024M12,1
Cambodia,"Study etc., interns",2024M12,3
Sri Lanka,"Study etc., education",2024M12,1
Sri Lanka,"Study etc., other reasons",2024M12,47
India,"Study etc., education",2024M12,31
India,"Study etc., interns",2024M12,12
India,"Study etc., other reasons",2024M12,17
Indonesia,"Study etc., education",2024M12,14
Indonesia,"Study etc., other reasons",2024M12,4
Iraq,"Study etc., other reasons",2024M12,2
Iran,"Study etc., education",2024M12,9
Iran,"Study etc., other reasons",2024M12,106
Japan,"Study etc., education",2024M12,16
Japan,"Study etc., other reasons",2024M12,4
Jordan,"Study etc., education",2024M12,2
China,"Study etc., education",2024M12,96
China,"Study etc., other reasons",2024M12,1
Malaysia,"Study etc., education",2024M12,10
Oman,"Study etc., education",2024M12,1
Nepal,"Study etc., education",2024M12,208
Nepal,"Study etc., au pair",2024M12,1
Nepal,"Study etc., interns",2024M12,3
Nepal,"Study etc., other reasons",2024M12,216
Vietnam,"Study etc., education",2024M12,4
Vietnam,"Study etc., interns",2024M12,30
Pakistan,"Study etc., education",2024M12,10
Pakistan,"Study etc., other reasons",2024M12,119
Philippines,"Study etc., au pair",2024M12,47
Philippines,"Study etc., interns",2024M12,8
Philippines,"Study etc., other reasons",2024M12,2
Singapore,"Study etc., education",2024M12,20
South Korea,"Study etc., education",2024M12,6
South Korea,"Study etc., interns",2024M12,1
South Korea,"Study etc., other reasons",2024M12,4
Thailand,"Study etc., education",2024M12,8
Thailand,"Study etc., au pair",2024M12,4
Australia,"Study etc., education",2024M12,49
Australia,"Study etc., interns",2024M12,1
Australia,"Study etc., other reasons",2024M12,9
New Zealand,"Study etc., education",2024M12,9
Russia,"Study etc., education",2024M12,2
Russia,"Study etc., au pair",2024M12,1
Russia,"Study etc., other reasons",2024M12,3
Ukraine,"Study etc., education",2024M12,5
Armenia,"Study etc., education",2024M12,1
Azerbaijan,"Study etc., education",2024M12,3
Uzbekistan,"Study etc., education",2024M12,1
Uzbekistan,"Study etc., interns",2024M12,4
Kazakhstan,"Study etc., education",2024M12,3
Kyrgyzstan,"Study etc., interns",2024M12,1
Georgia,"Study etc., interns",2024M12,1
Slovenia,"Study etc., other reasons",2024M12,1
Bosnia and Herzegovina,"Study etc., education",2024M12,2
Stateless,"Study etc., education",2025M10,1
Albania,"Study etc., education",2025M10,1
United Kingdom,"Study etc., education",2025M10,6
United Kingdom,"Study etc., interns",2025M10,1
Turkey,"Study etc., education",2025M10,3
Turkey,"Study etc., interns",2025M10,1
Turkey,"Study etc., other reasons",2025M10,15
Algeria,"Study etc., education",2025M10,1
Ethiopia,"Study etc., education",2025M10,1
"Gambia, The","Study etc., other reasons",2025M10,1
Ghana,"Study etc., education",2025M10,1
Kenya,"Study etc., education",2025M10,1
Kenya,"Study etc., interns",2025M10,9
Morocco,"Study etc., education",2025M10,3
Nigeria,"Study etc., education",2025M10,2
Nigeria,"Study etc., other reasons",2025M10,1
Namibia,"Study etc., au pair",2025M10,1
South Africa,"Study etc., interns",2025M10,3
Tanzania,"Study etc., interns",2025M10,15
Tunisia,"Study etc., education",2025M10,3
Uganda,"Study etc., interns",2025M10,46
Egypt,"Study etc., education",2025M10,1
Egypt,"Study etc., other reasons",2025M10,9
Cameroon,"Study etc., education",2025M10,1
Cameroon,"Study etc., other reasons",2025M10,15
Benin,"Study etc., education",2025M10,2
Rwanda,"Study etc., education",2025M10,1
Argentina,"Study etc., education",2025M10,6
Argentina,"Study etc., other reasons",2025M10,53
Brazil,"Study etc., education",2025M10,13
Brazil,"Study etc., interns",2025M10,6
Brazil,"Study etc., other reasons",2025M10,4
Guyana,"Study etc., education",2025M10,1
Canada,"Study etc., education",2025M10,17
Canada,"Study etc., other reasons",2025M10,6
Chile,"Study etc., education",2025M10,6
Chile,"Study etc., other reasons",2025M10,19
Colombia,"Study etc., education",2025M10,2
Costa Rica,"Study etc., education",2025M10,1
Ecuador,"Study etc., education",2025M10,1
Switzerland,"Study etc., other reasons",2024M01,1
Spain,"Study etc., education",2024M01,1
United Kingdom,"Study etc., education",2024M01,16
United Kingdom,"Study etc., interns",2024M01,2
United Kingdom,"Study etc., other reasons",2024M01,1
Turkey,"Study etc., education",2024M01,23
Turkey,"Study etc., interns",2024M01,1
Turkey,"Study etc., other reasons",2024M01,4
Germany,"Study etc., other reasons",2024M01,3
Ethiopia,"Study etc., education",2024M01,3
Ghana,"Study etc., education",2024M01,4
Ghana,"Study etc., interns",2024M01,5
Kenya,"Study etc., education",2024M01,2
Kenya,"Study etc., au pair",2024M01,3
Kenya,"Study etc., interns",2024M01,4
Morocco,"Study etc., education",2024M01,3
Nigeria,"Study etc., education",2024M01,2
Nigeria,"Study etc., other reasons",2024M01,1
Namibia,"Study etc., au pair",2024M01,1
South Africa,"Study etc., interns",2024M01,9
Tanzania,"Study etc., au pair",2024M01,1
Tanzania,"Study etc., interns",2024M01,7
Uganda,"Study etc., education",2024M01,1
Uganda,"Study etc., au pair",2024M01,2
Uganda,"Study etc., interns",2024M01,28
Egypt,"Study etc., education",2024M01,1
Cameroon,"Study etc., education",2024M01,1
Cameroon,"Study etc., other reasons",2024M01,1
"Congo, Democratic Republic","Study etc., other reasons",2024M01,4
Zambia,"Study etc., education",2024M01,1
Zambia,"Study etc., other reasons",2024M01,1
Malawi,"Study etc., au pair",2024M01,1
Argentina,"Study etc., education",2024M01,2
Argentina,"Study etc., interns",2024M01,1
Brazil,"Study etc., education",2024M01,4
Brazil,"Study etc., au pair",2024M01,1
Brazil,"Study etc., interns",2024M01,7
Brazil,"Study etc., other reasons",2024M01,3
Canada,"Study etc., education",2024M01,39
Canada,"Study etc., interns",2024M01,2
Canada,"Study etc., other reasons",2024M01,1
Chile,"Study etc., education",2024M01,4
Chile,"Study etc., interns",2024M01,1
Chile,"Study etc., other reasons",2024M01,2
Colombia,"Study etc., education",2024M01,2
Costa Rica,"Study etc., education",2024M01,1
Dominican Republic,"Study etc., au pair",2024M01,1
Ecuador,"Study etc., education",2024M01,1
Guatemala,"Study etc., education",2024M01,1
Honduras,"Study etc., education",2024M01,1
Mexico,"Study etc., education",2024M01,12
Mexico,"Study etc., interns",2024M01,1
Mexico,"Study etc., other reasons",2024M01,1
Paraguay,"Study etc., other reasons",2024M01,1
Peru,"Study etc., education",2024M01,2
Peru,"Study etc., interns",2024M01,1
Peru,"Study etc., other reasons",2024M01,1
Uruguay,"Study etc., education",2024M01,1
USA,"Study etc., education",2024M01,1109
USA,"Study etc., interns",2024M01,6
USA,"Study etc., other reasons",2024M01,13
Bangladesh,"Study etc., education",2024M01,153
Bangladesh,"Study etc., interns",2024M01,11
Bangladesh,"Study etc., other reasons",2024M01,46
Myanmar,"Study etc., education",2024M01,1
Myanmar,"Study etc., other reasons",2024M01,1
Sri Lanka,"Study etc., education",2024M01,2
Sri Lanka,"Study etc., other reasons",2024M01,25
Taiwan,"Study etc., education",2024M01,7
India,"Study etc., education",2024M01,35
India,"Study etc., interns",2024M01,18
India,"Study etc., other reasons",2024M01,17
Indonesia,"Study etc., education",2024M01,3
Indonesia,"Study etc., interns",2024M01,2
Indonesia,"Study etc., other reasons",2024M01,1
Iraq,"Study etc., education",2024M01,1
Iraq,"Study etc., other reasons",2024M01,6
Iran,"Study etc., education",2024M01,9
Iran,"Study etc., interns",2024M01,3
Iran,"Study etc., other reasons",2024M01,140
Israel,"Study etc., education",2024M01,2
Japan,"Study etc., education",2024M01,29
Japan,"Study etc., other reasons",2024M01,1
Jordan,"Study etc., education",2024M01,3
China,"Study etc., education",2024M01,62
China,"Study etc., interns",2024M01,10
China,"Study etc., other reasons",2024M01,2
Lebanon,"Study etc., education",2024M01,1
Lebanon,"Study etc., interns",2024M01,1
Malaysia,"Study etc., education",2024M01,3
Mongolia,"Study etc., education",2024M01,1
Nepal,"Study etc., education",2024M01,104
Nepal,"Study etc., interns",2024M01,2
Nepal,"Study etc., other reasons",2024M01,59
Vietnam,"Study etc., education",2024M01,4
Vietnam,"Study etc., interns",2024M01,66
Pakistan,"Study etc., education",2024M01,16
Pakistan,"Study etc., other reasons",2024M01,40
